date,ticker,sector,long_momentum_score,prev_long_momentum_score,leadership_score,acceleration,trend_score,sector_score,stage
2026-09-21,VPB,Ngân hàng,81.81818181818181,76.37096774193549,82.0669191919192,5.194651432356366,84.38016528925621,67.77777777777777,NEUTRAL
