date,ticker,sector,short_momentum_score,prev_short_momentum_score,leadership_score,acceleration,flow_score,sector_score,stage
2026-09-24,DCL,Y tế,90.66406250000001,67.71653543307087,88.94878472222223,1.2523871527777857,88.125,86.11111111111111,LEADER
2026-09-24,HAH,Hàng & Dịch vụ Công nghiệp,83.32031250000001,78.30708661417323,75.51128472222223,4.7065972222222285,86.5234375,78.61111111111111,NEUTRAL
2026-09-24,GVR,Hóa chất,82.03125000000001,56.102362204724415,75.9140625,15.386284722222221,85.0,82.50000000000001,EMERGING
2026-09-24,MSN,Thực phẩm và đồ uống,81.60156250000001,66.83070866141735,70.72395833333333,17.952256944444443,84.84375,51.666666666666664,EMERGING
2026-09-24,DRI,Hóa chất,80.52734375000001,64.4488188976378,83.3759765625,14.574761284722229,90.625,82.50000000000001,EMERGING
